C;c:\optibus\gn_elec345.txt
V;GD345;1;GD20b;1
S;12003220;986
S;12001201;987
S;12018204;991
S;12041210;993
S;12106220;995
S;12106120;998
S;12105920;1000
S;12102120;1002
S;12102020;1003
S;12101920;1004
S;12101820;1005
S;12101720;1006
S;12109212;1006
S;12121620;1007
S;12121420;1009
S;12121320;1010
S;12121220;1011
S;12121120;1012
S;12121020;1015
S;12120920;1016
T;G555;551100;11;00;gngprm;966;1026;annrot;gngprm;annrot;E18P;;;0;2;12345;30.962;;
S;10109410;966
S;10108900;967
S;10008710;967
S;10008690;968
S;10008630;970
S;10008650;970
S;10008050;971
S;10006090;974
S;10005950;975
S;10005990;976
S;10006290;978
S;10008390;980
S;10008330;982
S;10009025;985
S;10009025;987
S;10006420;993
S;10009200;994
S;12003220;996
S;12001201;997
S;12018204;1001
S;12041210;1003
S;12106220;1005
S;12106120;1008
S;12105920;1010
S;12102120;1012
S;12102020;1013
S;12101920;1014
S;12101820;1015
S;12101720;1016
S;12109212;1016
S;12121620;1017
S;12121420;1019
S;12121320;1020
S;12121220;1021
S;12121120;1022
S;12121020;1025
S;12120920;1026
T;G555;551102;11;00;gngslu;970;1036;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;970
S;10109450;972
S;10109410;975
S;10109410;976
S;10108900;977
S;10008710;977
S;10008690;978
S;10008630;980
S;10008650;980
S;10008050;981
S;10006090;984
S;10005950;985
S;10005990;986
S;10006290;988
S;10008390;990
S;10008330;992
S;10009025;995
S;10009025;997
S;10006420;1003
S;10009200;1004
S;12003220;1006
S;12001201;1007
S;12018204;1011
S;12041210;1013
S;12106220;1015
S;12106120;1018
S;12105920;1020
S;12102120;1022
S;12102020;1023
S;12101920;1024
S;12101820;1025
S;12101720;1026
S;12109212;1026
S;12121620;1027
S;12121420;1029
S;12121320;1030
S;12121220;1031
S;12121120;1032
S;12121020;1035
S;12120920;1036
T;G555;551104;11;10;smrgol;969;1046;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;969
S;12547410;970
S;12547510;971
S;12547610;971
S;12547710;972
S;12547810;973
S;12547910;974
S;12548010;974
S;12548110;975
S;12548210;976
S;12548410;977
S;12541010;978
S;10108610;978
S;10108810;979
S;10108910;980
S;10109010;981
S;10109110;982
S;10109210;982
S;10109510;983
S;10109410;985
S;10109410;986
S;10108900;987
S;10008710;987
S;10008690;988
S;10008630;990
S;10008650;990
S;10008050;991
S;10006090;994
S;10005950;995
S;10005990;996
S;10006290;998
S;10008390;1000
S;10008330;1002
S;10009025;1005
S;10009025;1007
S;10006420;1013
S;10009200;1014
S;12003220;1016
S;12001201;1017
S;12018204;1021
S;12041210;1023
S;12106220;1025
S;12106120;1028
S;12105920;1030
S;12102120;1032
S;12102020;1033
S;12101920;1034
S;12101820;1035
S;12101720;1036
S;12109212;1036
S;12121620;1037
S;12121420;1039
S;12121320;1040
S;12121220;1041
S;12121120;1042
S;12121020;1045
S;12120920;1046
T;G555;551106;11;00;gngprm;996;1056;annrot;gngprm;annrot;E18P;;;0;2;12345;30.962;;
S;10109410;996
S;10108900;997
S;10008710;997
S;10008690;998
S;10008630;1000
S;10008650;1000
S;10008050;1001
S;10006090;1004
S;10005950;1005
S;10005990;1006
S;10006290;1008
S;10008390;1010
S;10008330;1012
S;10009025;1015
S;10009025;1017
S;10006420;1023
S;10009200;1024
S;12003220;1026
S;12001201;1027
S;12018204;1031
S;12041210;1033
S;12106220;1035
S;12106120;1038
S;12105920;1040
S;12102120;1042
S;12102020;1043
S;12101920;1044
S;12101820;1045
S;12101720;1046
S;12109212;1046
S;12121620;1047
S;12121420;1049
S;12121320;1050
S;12121220;1051
S;12121120;1052
S;12121020;1055
S;12120920;1056
T;G555;551108;11;00;gngslu;1000;1066;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;1000
S;10109450;1002
S;10109410;1005
S;10109410;1006
S;10108900;1007
S;10008710;1007
S;10008690;1008
S;10008630;1010
S;10008650;1010
S;10008050;1011
S;10006090;1014
S;10005950;1015
S;10005990;1016
S;10006290;1018
S;10008390;1020
S;10008330;1022
S;10009025;1025
S;10009025;1027
S;10006420;1033
S;10009200;1034
S;12003220;1036
S;12001201;1037
S;12018204;1041
S;12041210;1043
S;12106220;1045
S;12106120;1048
S;12105920;1050
S;12102120;1052
S;12102020;1053
S;12101920;1054
S;12101820;1055
S;12101720;1056
S;12109212;1056
S;12121620;1057
S;12121420;1059
S;12121320;1060
S;12121220;1061
S;12121120;1062
S;12121020;1065
S;12120920;1066
T;G555;551110;11;10;smrgol;999;1076;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;999
S;12547410;1000
S;12547510;1001
S;12547610;1001
S;12547710;1002
S;12547810;1003
S;12547910;1004
S;12548010;1004
S;12548110;1005
S;12548210;1006
S;12548410;1007
S;12541010;1008
S;10108610;1008
S;10108810;1009
S;10108910;1010
S;10109010;1011
S;10109110;1012
S;10109210;1012
S;10109510;1013
S;10109410;1015
S;10109410;1016
S;10108900;1017
S;10008710;1017
S;10008690;1018
S;10008630;1020
S;10008650;1020
S;10008050;1021
S;10006090;1024
S;10005950;1025
S;10005990;1026
S;10006290;1028
S;10008390;1030
S;10008330;1032
S;10009025;1035
S;10009025;1037
S;10006420;1043
S;10009200;1044
S;12003220;1046
S;12001201;1047
S;12018204;1051
S;12041210;1053
S;12106220;1055
S;12106120;1058
S;12105920;1060
S;12102120;1062
S;12102020;1063
S;12101920;1064
S;12101820;1065
S;12101720;1066
S;12109212;1066
S;12121620;1067
S;12121420;1069
S;12121320;1070
S;12121220;1071
S;12121120;1072
S;12121020;1075
S;12120920;1076
T;G555;551112;11;00;gngprm;1026;1086;annrot;gngprm;annrot;E18P;;;0;2;12345;30.962;;
S;10109410;1026
S;10108900;1027
S;10008710;1027
S;10008690;1028
S;10008630;1030
S;10008650;1030
S;10008050;1031
S;10006090;1034
S;10005950;1035
S;10005990;1036
S;10006290;1038
S;10008390;1040
S;10008330;1042
S;10009025;1045
S;10009025;1047
S;10006420;1053
S;10009200;1054
S;12003220;1056
S;12001201;1057
S;12018204;1061
S;12041210;1063
S;12106220;1065
S;12106120;1068
S;12105920;1070
S;12102120;1072
S;12102020;1073
S;12101920;1074
S;12101820;1075
S;12101720;1076
S;12109212;1076
S;12121620;1077
S;12121420;1079
S;12121320;1080
S;12121220;1081
S;12121120;1082
S;12121020;1085
S;12120920;1086
T;G555;551114;11;00;gngslu;1030;1095;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;1030
S;10109450;1032
S;10109410;1035
S;10109410;1036
S;10108900;1037
S;10008710;1037
S;10008690;1038
S;10008630;1040
S;10008650;1040
S;10008050;1041
S;10006090;1044
S;10005950;1045
S;10005990;1046
S;10006290;1048
S;10008390;1050
S;10008330;1052
S;10009025;1055
S;10009025;1057
S;10006420;1063
S;10009200;1064
S;12003220;1066
S;12001201;1067
S;12018204;1071
S;12041210;1073
S;12106220;1075
S;12106120;1078
S;12105920;1080
S;12102120;1082
S;12102020;1083
S;12101920;1084
S;12101820;1085
S;12101720;1086
S;12109212;1086
S;12121620;1087
S;12121420;1089
S;12121320;1090
S;12121220;1090
S;12121120;1091
S;12121020;1094
S;12120920;1095
T;G555;551116;11;10;smrgol;1029;1105;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;1029
S;12547410;1030
S;12547510;1031
S;12547610;1031
S;12547710;1032
S;12547810;1033
S;12547910;1034
S;12548010;1034
S;12548110;1035
S;12548210;1036
S;12548410;1037
S;12541010;1038
S;10108610;1038
S;10108810;1039
S;10108910;1040
S;10109010;1041
S;10109110;1042
S;10109210;1042
S;10109510;1043
S;10109410;1045
S;10109410;1046
S;10108900;1047
S;10008710;1047
S;10008690;1048
S;10008630;1050
S;10008650;1050
S;10008050;1051
S;10006090;1054
S;10005950;1055
S;10005990;1056
S;10006290;1058
S;10008390;1060
S;10008330;1062
S;10009025;1065
S;10009025;1067
S;10006420;1073
S;10009200;1074
S;12003220;1076
S;12001201;1077
S;12018204;1081
S;12041210;1083
S;12106220;1085
S;12106120;1088
S;12105920;1090
S;12102120;1092
S;12102020;1093
S;12101920;1094
S;12101820;1095
S;12101720;1096
S;12109212;1096
S;12121620;1097
S;12121420;1099
S;12121320;1100
S;12121220;1100
S;12121120;1101
S;12121020;1104
S;12120920;1105
T;G555;551118;11;00;gngprm;1056;1114;annrot;gngprm;annrot;E18P;;;0;2;12345;30.962;;
S;10109410;1056
S;10108900;1057
S;10008710;1057
S;10008690;1058
S;10008630;1060
S;10008650;1060
S;10008050;1061
S;10006090;1064
S;10005950;1065
S;10005990;1066
S;10006290;1068
S;10008390;1070
S;10008330;1072
S;10009025;1075
S;10009025;1077
S;10006420;1083
S;10009200;1084
S;12003220;1086
S;12001201;1087
S;12018204;1091
S;12041210;1093
S;12106220;1095
S;12106120;1098
S;12105920;1100
S;12102120;1102
S;12102020;1103
S;12101920;1104
S;12101820;1105
S;12101720;1106
S;12109212;1106
S;12121620;1107
S;12121420;1109
S;12121320;1110
S;12121220;1110
S;12121120;1111
S;12121020;1113
S;12120920;1114
T;G555;551120;11;00;gngslu;1060;1122;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;1060
S;10109450;1062
S;10109410;1065
S;10109410;1066
S;10108900;1067
S;10008710;1067
S;10008690;1068
S;10008630;1070
S;10008650;1070
S;10008050;1071
S;10006090;1074
S;10005950;1075
S;10005990;1076
S;10006290;1078
S;10008390;1080
S;10008330;1082
S;10009025;1085
S;10009025;1087
S;10006420;1092
S;10009200;1093
S;12003220;1095
S;12001201;1096
S;12018204;1100
S;12041210;1102
S;12106220;1104
S;12106120;1107
S;12105920;1109
S;12102120;1111
S;12102020;1111
S;12101920;1112
S;12101820;1113
S;12101720;1114
S;12109212;1114
S;12121620;1115
S;12121420;1117
S;12121320;1118
S;12121220;1118
S;12121120;1119
S;12121020;1121
S;12120920;1122
T;G555;551122;11;10;smrgol;1060;1131;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;1060
S;12547410;1061
S;12547510;1062
S;12547610;1062
S;12547710;1063
S;12547810;1064
S;12547910;1065
S;12548010;1065
S;12548110;1066
S;12548210;1067
S;12548410;1068
S;12541010;1069
S;10108610;1069
S;10108810;1070
S;10108910;1071
S;10109010;1072
S;10109110;1073
S;10109210;1073
S;10109510;1074
S;10109410;1076
S;10109410;1077
S;10108900;1078
S;10008710;1078
S;10008690;1079
S;10008630;1081
S;10008650;1081
S;10008050;1082
S;10006090;1085
S;10005950;1086
S;10005990;1087
S;10006290;1089
S;10008390;1091
S;10008330;1093
S;10009025;1096
S;10009025;1098
S;10006420;1103
S;10009200;1104
S;12003220;1106
S;12001201;1107
S;12018204;1111
S;12041210;1113
S;12106220;1115
S;12106120;1117
S;12105920;1118
S;12102120;1120
S;12102020;1120
S;12101920;1121
S;12101820;1122
S;12101720;1123
S;12109212;1123
S;12121620;1124
S;12121420;1126
S;12121320;1127
S;12121220;1127
S;12121120;1128
S;12121020;1130
S;12120920;1131
T;G555;551124;11;20;gngprm;1087;1120;hrgp+r;gngprm;hrgp+r;E18P;;;0;1;12345;12.622;;
S;10109410;1087
S;10108900;1088
S;10008710;1088
S;10008690;1089
S;10008630;1091
S;10008650;1091
S;10008050;1092
S;10006090;1095
S;10005950;1096
S;10005990;1097
S;10006290;1099
S;10008390;1101
S;10008330;1103
S;10009025;1106
S;10009025;1108
S;10006420;1113
S;10009200;1115
S;12004710;1120
T;G555;551126;11;20;smrgol;1084;1131;hrgp+r;smrgol;hrgp+r;E18P;;;0;1;12345;22.965;;
S;12547330;1084
S;12547410;1085
S;12547510;1086
S;12547610;1086
S;12547710;1087
S;12547810;1088
S;12547910;1089
S;12548010;1089
S;12548110;1090
S;12548210;1091
S;12548410;1092
S;12541010;1093
S;10108610;1093
S;10108810;1094
S;10108910;1095
S;10109010;1096
S;10109110;1097
S;10109210;1097
S;10109510;1098
S;10109410;1100
S;10109410;1101
S;10108900;1102
S;10008710;1102
S;10008690;1103
S;10008630;1105
S;10008650;1105
S;10008050;1106
S;10006090;1109
S;10005950;1110
S;10005990;1111
S;10006290;1113
S;10008390;1114
S;10008330;1115
S;10009025;1117
S;10009025;1119
S;10006420;1124
S;10009200;1126
S;12004710;1131
T;G555;551128;11;00;gngslu;1105;1161;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;1105
S;10109450;1107
S;10109410;1110
S;10109410;1111
S;10108900;1112
S;10008710;1112
S;10008690;1113
S;10008630;1115
S;10008650;1115
S;10008050;1116
S;10006090;1118
S;10005950;1119
S;10005990;1120
S;10006290;1122
S;10008390;1123
S;10008330;1124
S;10009025;1126
S;10009025;1128
S;10006420;1133
S;10009200;1134
S;12003220;1136
S;12001201;1137
S;12018204;1141
S;12041210;1143
S;12106220;1145
S;12106120;1147
S;12105920;1148
S;12102120;1150
S;12102020;1150
S;12101920;1151
S;12101820;1152
S;12101720;1153
S;12109212;1153
S;12121620;1154
S;12121420;1156
S;12121320;1157
S;12121220;1157
S;12121120;1158
S;12121020;1160
S;12120920;1161
T;G555;551130;11;10;smrgol;1125;1191;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;1125
S;12547410;1126
S;12547510;1127
S;12547610;1127
S;12547710;1128
S;12547810;1129
S;12547910;1130
S;12548010;1130
S;12548110;1131
S;12548210;1132
S;12548410;1133
S;12541010;1134
S;10108610;1134
S;10108810;1135
S;10108910;1136
S;10109010;1136
S;10109110;1137
S;10109210;1138
S;10109510;1138
S;10109410;1140
S;10109410;1141
S;10108900;1142
S;10008710;1142
S;10008690;1143
S;10008630;1145
S;10008650;1145
S;10008050;1146
S;10006090;1148
S;10005950;1149
S;10005990;1150
S;10006290;1152
S;10008390;1153
S;10008330;1154
S;10009025;1156
S;10009025;1158
S;10006420;1163
S;10009200;1164
S;12003220;1166
S;12001201;1167
S;12018204;1171
S;12041210;1173
S;12106220;1175
S;12106120;1177
S;12105920;1178
S;12102120;1180
S;12102020;1180
S;12101920;1181
S;12101820;1182
S;12101720;1183
S;12109212;1183
S;12121620;1184
S;12121420;1186
S;12121320;1187
S;12121220;1187
S;12121120;1188
S;12121020;1190
S;12120920;1191
T;G555;551132;11;00;gngslu;1165;1221;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;1165
S;10109450;1167
S;10109410;1170
S;10109410;1171
S;10108900;1172
S;10008710;1172
S;10008690;1173
S;10008630;1175
S;10008650;1175
S;10008050;1176
S;10006090;1178
S;10005950;1179
S;10005990;1180
S;10006290;1182
S;10008390;1183
S;10008330;1184
S;10009025;1186
S;10009025;1188
S;10006420;1193
S;10009200;1194
S;12003220;1196
S;12001201;1197
S;12018204;1201
S;12041210;1203
S;12106220;1205
S;12106120;1207
S;12105920;1208
S;12102120;1210
S;12102020;1210
S;12101920;1211
S;12101820;1212
S;12101720;1213
S;12109212;1213
S;12121620;1214
S;12121420;1216
S;12121320;1217
S;12121220;1217
S;12121120;1218
S;12121020;1220
S;12120920;1221
T;G555;551134;11;10;smrgol;1185;1251;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;1185
S;12547410;1186
S;12547510;1187
S;12547610;1187
S;12547710;1188
S;12547810;1189
S;12547910;1190
S;12548010;1190
S;12548110;1191
S;12548210;1192
S;12548410;1193
S;12541010;1194
S;10108610;1194
S;10108810;1195
S;10108910;1196
S;10109010;1196
S;10109110;1197
S;10109210;1198
S;10109510;1198
S;10109410;1200
S;10109410;1201
S;10108900;1202
S;10008710;1202
S;10008690;1203
S;10008630;1205
S;10008650;1205
S;10008050;1206
S;10006090;1208
S;10005950;1209
S;10005990;1210
S;10006290;1212
S;10008390;1213
S;10008330;1214
S;10009025;1216
S;10009025;1218
S;10006420;1223
S;10009200;1224
S;12003220;1226
S;12001201;1227
S;12018204;1231
S;12041210;1233
S;12106220;1235
S;12106120;1237
S;12105920;1238
S;12102120;1240
S;12102020;1240
S;12101920;1241
S;12101820;1242
S;12101720;1243
S;12109212;1243
S;12121620;1244
S;12121420;1246
S;12121320;1247
S;12121220;1247
S;12121120;1248
S;12121020;1250
S;12120920;1251
T;G555;551136;11;00;gngslu;1225;1281;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;1225
S;10109450;1227
S;10109410;1230
S;10109410;1231
S;10108900;1232
S;10008710;1232
S;10008690;1233
S;10008630;1235
S;10008650;1235
S;10008050;1236
S;10006090;1238
S;10005950;1239
S;10005990;1240
S;10006290;1242
S;10008390;1243
S;10008330;1244
S;10009025;1246
S;10009025;1248
S;10006420;1253
S;10009200;1254
S;12003220;1256
S;12001201;1257
S;12018204;1261
S;12041210;1263
S;12106220;1265
S;12106120;1267
S;12105920;1268
S;12102120;1270
S;12102020;1270
S;12101920;1271
S;12101820;1272
S;12101720;1273
S;12109212;1273
S;12121620;1274
S;12121420;1276
S;12121320;1277
S;12121220;1277
S;12121120;1278
S;12121020;1280
S;12120920;1281
T;G555;551138;11;10;smrgol;1245;1311;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;1245
S;12547410;1246
S;12547510;1247
S;12547610;1247
S;12547710;1248
S;12547810;1249
S;12547910;1250
S;12548010;1250
S;12548110;1251
S;12548210;1252
S;12548410;1253
S;12541010;1254
S;10108610;1254
S;10108810;1255
S;10108910;1256
S;10109010;1256
S;10109110;1257
S;10109210;1258
S;10109510;1258
S;10109410;1260
S;10109410;1261
S;10108900;1262
S;10008710;1262
S;10008690;1263
S;10008630;1265
S;10008650;1265
S;10008050;1266
S;10006090;1268
S;10005950;1269
S;10005990;1270
S;10006290;1272
S;10008390;1273
S;10008330;1274
S;10009025;1276
S;10009025;1278
S;10006420;1283
S;10009200;1284
S;12003220;1286
S;12001201;1287
S;12018204;1291
S;12041210;1293
S;12106220;1295
S;12106120;1297
S;12105920;1298
S;12102120;1300
S;12102020;1300
S;12101920;1301
S;12101820;1302
S;12101720;1303
S;12109212;1303
S;12121620;1304
S;12121420;1306
S;12121320;1307
S;12121220;1307
S;12121120;1308
S;12121020;1310
S;12120920;1311
T;G555;551140;11;00;gngslu;1285;1341;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;1285
S;10109450;1287
S;10109410;1290
S;10109410;1291
S;10108900;1292
S;10008710;1292
S;10008690;1293
S;10008630;1295
S;10008650;1295
S;10008050;1296
S;10006090;1298
S;10005950;1299
S;10005990;1300
S;10006290;1302
S;10008390;1303
S;10008330;1304
S;10009025;1306
S;10009025;1308
S;10006420;1313
S;10009200;1314
S;12003220;1316
S;12001201;1317
S;12018204;1321
S;12041210;1323
S;12106220;1325
S;12106120;1327
S;12105920;1328
S;12102120;1330
S;12102020;1330
S;12101920;1331
S;12101820;1332
S;12101720;1333
S;12109212;1333
S;12121620;1334
S;12121420;1336
S;12121320;1337
S;12121220;1337
S;12121120;1338
S;12121020;1340
S;12120920;1341
T;G555;551142;11;10;smrgol;1305;1371;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;1305
S;12547410;1306
S;12547510;1307
S;12547610;1307
S;12547710;1308
S;12547810;1309
S;12547910;1310
S;12548010;1310
S;12548110;1311
S;12548210;1312
S;12548410;1313
S;12541010;1314
S;10108610;1314
S;10108810;1315
S;10108910;1316
S;10109010;1316
S;10109110;1317
S;10109210;1318
S;10109510;1318
S;10109410;1320
S;10109410;1321
S;10108900;1322
S;10008710;1322
S;10008690;1323
S;10008630;1325
S;10008650;1325
S;10008050;1326
S;10006090;1328
S;10005950;1329
S;10005990;1330
S;10006290;1332
S;10008390;1333
S;10008330;1334
S;10009025;1336
S;10009025;1338
S;10006420;1343
S;10009200;1344
S;12003220;1346
S;12001201;1347
S;12018204;1351
S;12041210;1353
S;12106220;1355
S;12106120;1357
S;12105920;1358
S;12102120;1360
S;12102020;1360
S;12101920;1361
S;12101820;1362
S;12101720;1363
S;12109212;1363
S;12121620;1364
S;12121420;1366
S;12121320;1367
S;12121220;1367
S;12121120;1368
S;12121020;1370
S;12120920;1371
T;G555;551144;11;00;gngslu;1347;1403;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;1347
S;10109450;1349
S;10109410;1352
S;10109410;1353
S;10108900;1354
S;10008710;1354
S;10008690;1355
S;10008630;1357
S;10008650;1357
S;10008050;1358
S;10006090;1360
S;10005950;1361
S;10005990;1362
S;10006290;1364
S;10008390;1365
S;10008330;1366
S;10009025;1368
S;10009025;1370
S;10006420;1375
S;10009200;1376
S;12003220;1378
S;12001201;1379
S;12018204;1383
S;12041210;1385
S;12106220;1387
S;12106120;1389
S;12105920;1390
S;12102120;1392
S;12102020;1392
S;12101920;1393
S;12101820;1394
S;12101720;1395
S;12109212;1395
S;12121620;1396
S;12121420;1398
S;12121320;1399
S;12121220;1399
S;12121120;1400
S;12121020;1402
S;12120920;1403
T;G555;551146;11;20;smrgol;1363;1408;hrgp+r;smrgol;hrgp+r;E18P;;;0;1;12345;22.965;;
S;12547330;1363
S;12547410;1364
S;12547510;1365
S;12547610;1365
S;12547710;1366
S;12547810;1367
S;12547910;1368
S;12548010;1368
S;12548110;1369
S;12548210;1370
S;12548410;1371
S;12541010;1372
S;10108610;1372
S;10108810;1373
S;10108910;1374
S;10109010;1374
S;10109110;1375
S;10109210;1376
S;10109510;1376
S;10109410;1378
S;10109410;1379
S;10108900;1380
S;10008710;1380
S;10008690;1381
S;10008630;1383
S;10008650;1383
S;10008050;1384
S;10006090;1386
S;10005950;1387
S;10005990;1388
S;10006290;1390
S;10008390;1391
S;10008330;1392
S;10009025;1394
S;10009025;1396
S;10006420;1401
S;10009200;1403
S;12004710;1408
T;G555;551148;11;00;gngslu;1407;1463;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;1407
S;10109450;1409
S;10109410;1412
S;10109410;1413
S;10108900;1414
S;10008710;1414
S;10008690;1415
S;10008630;1417
S;10008650;1417
S;10008050;1418
S;10006090;1420
S;10005950;1421
S;10005990;1422
S;10006290;1424
S;10008390;1425
S;10008330;1426
S;10009025;1428
S;10009025;1430
