C;c:\optibus\bru_elec_qlink.txt
V;378_2020;1;nwe_gar;1
S;50007470;1264
S;50007490;1264
S;50007510;1265
S;50006940;1266
S;50006920;1267
S;50006900;1268
S;50006880;1268
S;50006860;1269
S;50006840;1270
S;50003350;1272
S;50003370;1273
S;50003360;1274
S;50003340;1275
S;50000132;1279
S;50000132;1281
S;50001370;1284
S;50002190;1284
S;50001350;1285
S;50008100;1287
S;50003030;1288
S;50003060;1288
S;50003070;1289
S;50006490;1290
S;50003090;1291
S;50003110;1292
S;50003130;1293
S;50003150;1294
S;50003170;1295
S;50006541;1297
T;u008;1165;10;11;utroor;1276;1312;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1276
S;50007410;1277
S;50007430;1277
S;50007450;1278
S;50007470;1279
S;50007490;1279
S;50007510;1280
S;50006940;1281
S;50006920;1282
S;50006900;1283
S;50006880;1283
S;50006860;1284
S;50006840;1285
S;50003350;1287
S;50003370;1288
S;50003360;1289
S;50003340;1290
S;50000132;1294
S;50000132;1296
S;50001370;1299
S;50002190;1299
S;50001350;1300
S;50008100;1302
S;50003030;1303
S;50003060;1303
S;50003070;1304
S;50006490;1305
S;50003090;1306
S;50003110;1307
S;50003130;1308
S;50003150;1309
S;50003170;1310
S;50006541;1312
T;u008;1167;10;11;utroor;1291;1327;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1291
S;50007410;1292
S;50007430;1292
S;50007450;1293
S;50007470;1294
S;50007490;1294
S;50007510;1295
S;50006940;1296
S;50006920;1297
S;50006900;1298
S;50006880;1298
S;50006860;1299
S;50006840;1300
S;50003350;1302
S;50003370;1303
S;50003360;1304
S;50003340;1305
S;50000132;1309
S;50000132;1311
S;50001370;1314
S;50002190;1314
S;50001350;1315
S;50008100;1317
S;50003030;1318
S;50003060;1318
S;50003070;1319
S;50006490;1320
S;50003090;1321
S;50003110;1322
S;50003130;1323
S;50003150;1324
S;50003170;1325
S;50006541;1327
T;u008;1169;10;11;utroor;1306;1342;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1306
S;50007410;1307
S;50007430;1307
S;50007450;1308
S;50007470;1309
S;50007490;1309
S;50007510;1310
S;50006940;1311
S;50006920;1312
S;50006900;1313
S;50006880;1313
S;50006860;1314
S;50006840;1315
S;50003350;1317
S;50003370;1318
S;50003360;1319
S;50003340;1320
S;50000132;1324
S;50000132;1326
S;50001370;1329
S;50002190;1329
S;50001350;1330
S;50008100;1332
S;50003030;1333
S;50003060;1333
S;50003070;1334
S;50006490;1335
S;50003090;1336
S;50003110;1337
S;50003130;1338
S;50003150;1339
S;50003170;1340
S;50006541;1342
T;u008;1171;10;11;utroor;1321;1355;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1321
S;50007410;1322
S;50007430;1322
S;50007450;1323
S;50007470;1324
S;50007490;1324
S;50007510;1325
S;50006940;1326
S;50006920;1327
S;50006900;1328
S;50006880;1328
S;50006860;1329
S;50006840;1330
S;50003350;1332
S;50003370;1333
S;50003360;1334
S;50003340;1335
S;50000132;1339
S;50000132;1341
S;50001370;1343
S;50002190;1343
S;50001350;1344
S;50008100;1345
S;50003030;1346
S;50003060;1346
S;50003070;1347
S;50006490;1348
S;50003090;1349
S;50003110;1350
S;50003130;1351
S;50003150;1352
S;50003170;1353
S;50006541;1355
T;u008;1173;10;11;utroor;1336;1370;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1336
S;50007410;1337
S;50007430;1337
S;50007450;1338
S;50007470;1339
S;50007490;1339
S;50007510;1340
S;50006940;1341
S;50006920;1342
S;50006900;1343
S;50006880;1343
S;50006860;1344
S;50006840;1345
S;50003350;1347
S;50003370;1348
S;50003360;1349
S;50003340;1350
S;50000132;1354
S;50000132;1356
S;50001370;1358
S;50002190;1358
S;50001350;1359
S;50008100;1360
S;50003030;1361
S;50003060;1361
S;50003070;1362
S;50006490;1363
S;50003090;1364
S;50003110;1365
S;50003130;1366
S;50003150;1367
S;50003170;1368
S;50006541;1370
T;u008;1175;10;11;utroor;1351;1385;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1351
S;50007410;1352
S;50007430;1352
S;50007450;1353
S;50007470;1354
S;50007490;1354
S;50007510;1355
S;50006940;1356
S;50006920;1357
S;50006900;1358
S;50006880;1358
S;50006860;1359
S;50006840;1360
S;50003350;1362
S;50003370;1363
S;50003360;1364
S;50003340;1365
S;50000132;1369
S;50000132;1371
S;50001370;1373
S;50002190;1373
S;50001350;1374
S;50008100;1375
S;50003030;1376
S;50003060;1376
S;50003070;1377
S;50006490;1378
S;50003090;1379
S;50003110;1380
S;50003130;1381
S;50003150;1382
S;50003170;1383
S;50006541;1385
T;u008;1177;10;11;utroor;1366;1400;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1366
S;50007410;1367
S;50007430;1367
S;50007450;1368
S;50007470;1369
S;50007490;1369
S;50007510;1370
S;50006940;1371
S;50006920;1372
S;50006900;1373
S;50006880;1373
S;50006860;1374
S;50006840;1375
S;50003350;1377
S;50003370;1378
S;50003360;1379
S;50003340;1380
S;50000132;1384
S;50000132;1386
S;50001370;1388
S;50002190;1388
S;50001350;1389
S;50008100;1390
S;50003030;1391
S;50003060;1391
S;50003070;1392
S;50006490;1393
S;50003090;1394
S;50003110;1395
S;50003130;1396
S;50003150;1397
S;50003170;1398
S;50006541;1400
T;u008;1179;10;11;utroor;1381;1415;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1381
S;50007410;1382
S;50007430;1382
S;50007450;1383
S;50007470;1384
S;50007490;1384
S;50007510;1385
S;50006940;1386
S;50006920;1387
S;50006900;1388
S;50006880;1388
S;50006860;1389
S;50006840;1390
S;50003350;1392
S;50003370;1393
S;50003360;1394
S;50003340;1395
S;50000132;1399
S;50000132;1401
S;50001370;1403
S;50002190;1403
S;50001350;1404
S;50008100;1405
S;50003030;1406
S;50003060;1406
S;50003070;1407
S;50006490;1408
S;50003090;1409
S;50003110;1410
S;50003130;1411
S;50003150;1412
S;50003170;1413
S;50006541;1415
T;u008;1181;10;11;utroor;1396;1430;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1396
S;50007410;1397
S;50007430;1397
S;50007450;1398
S;50007470;1399
S;50007490;1399
S;50007510;1400
S;50006940;1401
S;50006920;1402
S;50006900;1403
S;50006880;1403
S;50006860;1404
S;50006840;1405
S;50003350;1407
S;50003370;1408
S;50003360;1409
S;50003340;1410
S;50000132;1414
S;50000132;1416
S;50001370;1418
S;50002190;1418
S;50001350;1419
S;50008100;1420
S;50003030;1421
S;50003060;1421
S;50003070;1422
S;50006490;1423
S;50003090;1424
S;50003110;1425
S;50003130;1426
S;50003150;1427
S;50003170;1428
S;50006541;1430
T;u008;1183;10;11;utroor;1411;1445;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1411
S;50007410;1412
S;50007430;1412
S;50007450;1413
S;50007470;1414
S;50007490;1414
S;50007510;1415
S;50006940;1416
S;50006920;1417
S;50006900;1418
S;50006880;1418
S;50006860;1419
S;50006840;1420
S;50003350;1422
S;50003370;1423
S;50003360;1424
S;50003340;1425
S;50000132;1429
S;50000132;1431
S;50001370;1433
S;50002190;1433
S;50001350;1434
S;50008100;1435
S;50003030;1436
S;50003060;1436
S;50003070;1437
S;50006490;1438
S;50003090;1439
S;50003110;1440
S;50003130;1441
S;50003150;1442
S;50003170;1443
S;50006541;1445
T;u008;1185;10;11;utroor;1426;1460;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1426
S;50007410;1427
S;50007430;1427
S;50007450;1428
S;50007470;1429
S;50007490;1429
S;50007510;1430
S;50006940;1431
S;50006920;1432
S;50006900;1433
S;50006880;1433
S;50006860;1434
S;50006840;1435
S;50003350;1437
S;50003370;1438
S;50003360;1439
S;50003340;1440
S;50000132;1444
S;50000132;1446
S;50001370;1448
S;50002190;1448
S;50001350;1449
S;50008100;1450
S;50003030;1451
S;50003060;1451
S;50003070;1452
S;50006490;1453
S;50003090;1454
S;50003110;1455
S;50003130;1456
S;50003150;1457
S;50003170;1458
S;50006541;1460
T;u008;1187;10;11;utroor;1441;1475;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1441
S;50007410;1442
S;50007430;1442
S;50007450;1443
S;50007470;1444
S;50007490;1444
S;50007510;1445
S;50006940;1446
S;50006920;1447
S;50006900;1448
S;50006880;1448
S;50006860;1449
S;50006840;1450
S;50003350;1452
S;50003370;1453
S;50003360;1454
S;50003340;1455
S;50000132;1459
S;50000132;1461
S;50001370;1463
S;50002190;1463
S;50001350;1464
S;50008100;1465
S;50003030;1466
S;50003060;1466
S;50003070;1467
S;50006490;1468
S;50003090;1469
S;50003110;1470
S;50003130;1471
S;50003150;1472
S;50003170;1473
S;50006541;1475
T;u008;1189;10;11;utroor;1456;1490;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1456
S;50007410;1457
S;50007430;1457
S;50007450;1458
S;50007470;1459
S;50007490;1459
S;50007510;1460
S;50006940;1461
S;50006920;1462
S;50006900;1463
S;50006880;1463
S;50006860;1464
S;50006840;1465
S;50003350;1467
S;50003370;1468
S;50003360;1469
S;50003340;1470
S;50000132;1474
S;50000132;1476
S;50001370;1478
S;50002190;1478
S;50001350;1479
S;50008100;1480
S;50003030;1481
S;50003060;1481
S;50003070;1482
S;50006490;1483
S;50003090;1484
S;50003110;1485
S;50003130;1486
S;50003150;1487
S;50003170;1488
S;50006541;1490
T;u008;1191;10;11;utroor;1477;1514;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1477
S;50007410;1478
S;50007430;1478
S;50007450;1479
S;50007470;1480
S;50007490;1480
S;50007510;1481
S;50006940;1482
S;50006920;1483
S;50006900;1484
S;50006880;1484
S;50006860;1485
S;50006840;1486
S;50003350;1488
S;50003370;1489
S;50003360;1490
S;50003340;1491
S;50000132;1495
S;50000132;1500
S;50001370;1502
S;50002190;1502
S;50001350;1503
S;50008100;1504
S;50003030;1505
S;50003060;1505
S;50003070;1506
S;50006490;1507
S;50003090;1508
S;50003110;1509
S;50003130;1510
S;50003150;1511
S;50003170;1512
S;50006541;1514
T;u008;1002;11;11;utrlun;350;389;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;350
S;50003180;351
S;50003160;352
S;50003140;353
S;50003120;354
S;50003100;355
S;50006500;356
S;50003080;357
S;50003050;358
S;50003040;358
S;50008090;359
S;50001360;361
S;50005000;363
S;50001380;363
S;50000131;367
S;50000131;369
S;50003330;372
S;50000360;373
S;50000370;374
S;50006810;376
S;50006830;377
S;50006850;378
S;50006870;379
S;50006890;379
S;50006910;380
S;50006930;380
S;50007520;381
S;50007500;382
S;50007480;382
S;50007460;383
S;50007440;384
S;50007420;386
S;50000680;389
T;u008;1004;11;11;utrlun;365;404;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;365
S;50003180;366
S;50003160;367
S;50003140;368
S;50003120;369
S;50003100;370
S;50006500;371
S;50003080;372
S;50003050;373
S;50003040;373
S;50008090;374
S;50001360;376
S;50005000;378
S;50001380;378
S;50000131;382
S;50000131;384
S;50003330;387
S;50000360;388
S;50000370;389
S;50006810;391
S;50006830;392
S;50006850;393
S;50006870;394
S;50006890;394
S;50006910;395
S;50006930;395
S;50007520;396
S;50007500;397
S;50007480;397
S;50007460;398
S;50007440;399
S;50007420;401
S;50000680;404
T;u008;1006;11;11;utrlun;378;419;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;378
S;50003180;379
S;50003160;380
S;50003140;381
S;50003120;382
S;50003100;383
S;50006500;384
S;50003080;385
S;50003050;386
S;50003040;386
S;50008090;387
S;50001360;389
S;50005000;391
S;50001380;391
S;50000131;395
S;50000131;397
S;50003330;400
S;50000360;401
S;50000370;402
S;50006810;404
S;50006830;405
S;50006850;406
S;50006870;407
S;50006890;408
S;50006910;408
S;50006930;409
S;50007520;410
S;50007500;411
S;50007480;411
S;50007460;412
S;50007440;413
S;50007420;415
S;50000680;419
T;u008;1008;11;11;utrlun;391;434;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;391
S;50003180;392
S;50003160;393
S;50003140;394
S;50003120;395
S;50003100;396
S;50006500;397
S;50003080;398
S;50003050;399
S;50003040;399
S;50008090;400
S;50001360;402
S;50005000;404
S;50001380;404
S;50000131;408
S;50000131;410
S;50003330;414
S;50000360;415
S;50000370;416
S;50006810;418
S;50006830;419
S;50006850;421
S;50006870;422
S;50006890;423
S;50006910;423
S;50006930;424
S;50007520;425
S;50007500;426
S;50007480;426
S;50007460;427
S;50007440;428
S;50007420;430
S;50000680;434
T;u008;1010;11;11;utrlun;406;449;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;406
S;50003180;407
S;50003160;408
S;50003140;409
S;50003120;410
S;50003100;411
S;50006500;412
S;50003080;413
S;50003050;414
S;50003040;414
S;50008090;415
S;50001360;417
S;50005000;419
S;50001380;419
S;50000131;423
S;50000131;425
S;50003330;429
S;50000360;430
S;50000370;431
S;50006810;433
S;50006830;434
S;50006850;436
S;50006870;437
S;50006890;438
S;50006910;438
S;50006930;439
S;50007520;440
S;50007500;441
S;50007480;441
S;50007460;442
S;50007440;443
S;50007420;445
S;50000680;449
T;u008;1012;11;11;utrlun;415;459;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;415
S;50003180;416
S;50003160;417
S;50003140;418
S;50003120;419
S;50003100;420
S;50006500;421
S;50003080;422
S;50003050;423
S;50003040;423
S;50008090;424
S;50001360;426
S;50005000;428
S;50001380;428
S;50000131;432
S;50000131;434
S;50003330;438
S;50000360;439
S;50000370;440
S;50006810;442
S;50006830;443
S;50006850;445
S;50006870;446
S;50006890;447
S;50006910;447
S;50006930;448
S;50007520;449
S;50007500;450
S;50007480;450
S;50007460;451
S;50007440;452
S;50007420;455
S;50000680;459
T;u008;1014;11;11;utrlun;424;469;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;424
S;50003180;425
S;50003160;426
S;50003140;427
S;50003120;428
S;50003100;429
S;50006500;430
S;50003080;431
S;50003050;432
S;50003040;432
S;50008090;433
S;50001360;435
S;50005000;437
S;50001380;437
S;50000131;441
S;50000131;443
S;50003330;447
S;50000360;448
S;50000370;449
S;50006810;451
S;50006830;452
S;50006850;454
S;50006870;455
S;50006890;456
S;50006910;456
S;50006930;457
S;50007520;458
S;50007500;459
S;50007480;460
S;50007460;461
S;50007440;462
S;50007420;465
S;50000680;469
T;u008;1016;11;11;utrlun;434;479;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;434
S;50003180;435
S;50003160;436
S;50003140;437
S;50003120;438
S;50003100;439
S;50006500;440
S;50003080;441
S;50003050;442
S;50003040;442
S;50008090;443
S;50001360;445
S;50005000;447
S;50001380;447
S;50000131;451
S;50000131;453
S;50003330;457
S;50000360;458
S;50000370;459
S;50006810;461
S;50006830;462
S;50006850;464
S;50006870;465
S;50006890;466
S;50006910;466
S;50006930;467
S;50007520;468
S;50007500;469
S;50007480;470
S;50007460;471
S;50007440;472
S;50007420;475
S;50000680;479
T;u008;1018;11;11;utrlun;443;489;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;443
S;50003180;444
S;50003160;445
S;50003140;446
S;50003120;447
S;50003100;448
S;50006500;449
S;50003080;450
S;50003050;451
S;50003040;451
S;50008090;452
S;50001360;455
S;50005000;456
S;50001380;457
S;50000131;461
S;50000131;463
S;50003330;467
S;50000360;468
S;50000370;469
S;50006810;471
S;50006830;472
S;50006850;474
S;50006870;475
S;50006890;476
S;50006910;476
S;50006930;477
S;50007520;478
S;50007500;479
S;50007480;480
S;50007460;481
S;50007440;482
S;50007420;485
S;50000680;489
T;u008;1020;11;11;utrlun;452;499;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;452
S;50003180;453
S;50003160;454
S;50003140;455
S;50003120;456
S;50003100;457
S;50006500;458
S;50003080;459
S;50003050;460
S;50003040;461
S;50008090;462
S;50001360;465
S;50005000;466
S;50001380;467
S;50000131;471
S;50000131;473
S;50003330;477
S;50000360;478
S;50000370;479
S;50006810;481
S;50006830;482
S;50006850;484
S;50006870;485
S;50006890;486
S;50006910;486
S;50006930;487
S;50007520;488
S;50007500;489
S;50007480;490
S;50007460;491
S;50007440;492
S;50007420;495
S;50000680;499
T;u008;1022;11;11;utrlun;462;509;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;462
S;50003180;463
S;50003160;464
S;50003140;465
S;50003120;466
S;50003100;467
S;50006500;468
S;50003080;469
S;50003050;470
S;50003040;471
S;50008090;472
S;50001360;475
S;50005000;476
S;50001380;477
S;50000131;481
S;50000131;483
S;50003330;487
S;50000360;488
S;50000370;489
S;50006810;491
S;50006830;492
S;50006850;494
S;50006870;495
S;50006890;496
S;50006910;496
S;50006930;497
S;50007520;498
S;50007500;499
S;50007480;500
S;50007460;501
S;50007440;502
S;50007420;505
S;50000680;509
T;u008;1024;11;11;utrlun;472;519;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;472
S;50003180;473
S;50003160;474
S;50003140;475
S;50003120;476
S;50003100;477
S;50006500;478
S;50003080;479
S;50003050;480
S;50003040;481
S;50008090;482
S;50001360;485
S;50005000;486
S;50001380;487
S;50000131;491
S;50000131;493
S;50003330;497
S;50000360;498
S;50000370;499
S;50006810;501
S;50006830;502
S;50006850;504
S;50006870;505
S;50006890;506
S;50006910;506
S;50006930;507
S;50007520;508
S;50007500;509
S;50007480;510
S;50007460;511
S;50007440;512
S;50007420;515
S;50000680;519
T;u008;1026;11;11;utrlun;482;529;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;482
S;50003180;483
S;50003160;484
S;50003140;485
S;50003120;486
S;50003100;487
S;50006500;488
S;50003080;489
S;50003050;490
S;50003040;491
S;50008090;492
S;50001360;495
S;50005000;496
S;50001380;497
S;50000131;501
S;50000131;503
S;50003330;507
S;50000360;508
S;50000370;509
S;50006810;511
S;50006830;512
S;50006850;514
S;50006870;515
S;50006890;516
S;50006910;516
S;50006930;517
S;50007520;518
S;50007500;519
S;50007480;520
S;50007460;521
S;50007440;522
S;50007420;525
S;50000680;529
T;u008;1028;11;11;utrlun;494;539;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;494
S;50003180;495
S;50003160;496
S;50003140;497
S;50003120;498
S;50003100;499
S;50006500;500
S;50003080;501
S;50003050;502
S;50003040;503
S;50008090;504
S;50001360;507
S;50005000;508
S;50001380;509
S;50000131;513
S;50000131;515
S;50003330;519
S;50000360;520
S;50000370;521
S;50006810;523
S;50006830;524
S;50006850;526
S;50006870;527
S;50006890;528
S;50006910;528
S;50006930;529
S;50007520;530
S;50007500;531
S;50007480;531
S;50007460;532
S;50007440;533
S;50007420;535
S;50000680;539
T;u008;1030;11;11;utrlun;504;549;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;504
S;50003180;505
S;50003160;506
S;50003140;507
S;50003120;508
S;50003100;509
S;50006500;510
S;50003080;511
S;50003050;512
S;50003040;513
S;50008090;514
S;50001360;517
S;50005000;518
S;50001380;519
S;50000131;523
S;50000131;525
S;50003330;529
S;50000360;530
S;50000370;531
S;50006810;533
S;50006830;534
S;50006850;536
S;50006870;537
S;50006890;538
S;50006910;538
S;50006930;539
S;50007520;540
S;50007500;541
S;50007480;541
S;50007460;542
S;50007440;543
S;50007420;545
S;50000680;549
T;u008;1032;11;11;utrlun;514;559;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;514
S;50003180;515
S;50003160;516
S;50003140;517
S;50003120;518
S;50003100;519
S;50006500;520
S;50003080;521
S;50003050;522
S;50003040;523
S;50008090;524
S;50001360;527
S;50005000;528
S;50001380;529
S;50000131;533
S;50000131;535
S;50003330;539
S;50000360;540
S;50000370;541
S;50006810;543
S;50006830;544
S;50006850;546
S;50006870;547
S;50006890;548
S;50006910;548
S;50006930;549
S;50007520;550
S;50007500;551
S;50007480;551
S;50007460;552
S;50007440;553
S;50007420;555
S;50000680;559
T;u008;1034;11;11;utrlun;524;569;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;524
S;50003180;525
S;50003160;526
S;50003140;527
S;50003120;528
S;50003100;529
S;50006500;530
S;50003080;531
S;50003050;532
S;50003040;533
S;50008090;534
S;50001360;537
S;50005000;538
S;50001380;539
S;50000131;543
S;50000131;545
S;50003330;549
S;50000360;550
S;50000370;551
S;50006810;553
S;50006830;554
S;50006850;556
S;50006870;557
S;50006890;558
S;50006910;558
S;50006930;559
S;50007520;560
S;50007500;561
S;50007480;561
S;50007460;562
S;50007440;563
S;50007420;565
S;50000680;569
T;u008;1036;11;11;utrlun;536;579;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;536
S;50003180;537
S;50003160;538
S;50003140;539
S;50003120;540
S;50003100;541
S;50006500;542
S;50003080;543
S;50003050;544
S;50003040;544
S;50008090;545
S;50001360;547
S;50005000;549
S;50001380;549
S;50000131;553
S;50000131;555
S;50003330;559
S;50000360;560
S;50000370;561
S;50006810;563
S;50006830;564
S;50006850;566
S;50006870;567
S;50006890;568
S;50006910;568
S;50006930;569
S;50007520;570
S;50007500;571
S;50007480;571
S;50007460;572
S;50007440;573
S;50007420;575
S;50000680;579
T;u008;1038;11;11;utrlun;546;589;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;546
S;50003180;547
S;50003160;548
S;50003140;549
S;50003120;550
S;50003100;551
S;50006500;552
S;50003080;553
S;50003050;554
S;50003040;554
S;50008090;555
S;50001360;557
S;50005000;559
S;50001380;559
S;50000131;563
S;50000131;565
S;50003330;569
S;50000360;570
S;50000370;571
S;50006810;573
S;50006830;574
S;50006850;576
S;50006870;577
S;50006890;578
S;50006910;578
S;50006930;579
S;50007520;580
S;50007500;581
S;50007480;581
S;50007460;582
S;50007440;583
S;50007420;585
S;50000680;589
T;u008;1040;11;11;utrlun;556;599;utroor;utrlun;utroor;Gsta;;;0;2;12345;11.725;;
S;50006541;556
S;50003180;557
S;50003160;558
S;50003140;559
S;50003120;560
S;50003100;561
S;50006500;562
S;50003080;563
S;50003050;564
S;50003040;564
S;50008090;565
S;50001360;567
S;50005000;569
S;50001380;569
S;50000131;573
S;50000131;575
S;50003330;579
S;50000360;580
S;50000370;581
S;50006810;583
S;50006830;584
S;50006850;586
S;50006870;587
S;50006890;588
S;50006910;588
S;50006930;589
